Id,Start,Name,Impact,Currency
6e5d91d6-5f7c-481b-8412-e8736bec46a6,01/02/2026 01:01:00,AIB Manufacturing PMI,LOW,EUR
c278975c-1135-42b6-ab4c-80452efa372f,01/06/2026 01:01:00,AIB Services PMI,LOW,EUR
4217751c-648b-49a1-8816-c0e0f9a5a2b0,01/13/2026 11:00:00,Retail Sales (MoM),LOW,EUR
33e226be-6e0a-49a7-8e1c-8ed3d71f1fd7,01/13/2026 11:00:00,Retail Sales (YoY),LOW,EUR
f7ba8fb4-a329-4acd-8412-39d501d86b2e,01/15/2026 11:00:00,Consumer Price Index (MoM),LOW,EUR
acd1366a-4a7f-4bd9-9d46-8e35b0cb3e37,01/15/2026 11:00:00,Consumer Price Index (YoY),LOW,EUR
68f95727-28a1-4189-bad6-5b6207337a4a,01/15/2026 11:00:00,HICP (MoM),LOW,EUR
2c971176-fefe-4dd6-8345-dcdd656a63f3,01/15/2026 11:00:00,HICP (YoY),LOW,EUR
4886db8f-a5be-4e67-aa5b-d6a75c61c273,01/27/2026 00:01:00,Consumer Confidence,LOW,EUR
4813726b-c036-4e60-bc14-642d56c6c54d,01/28/2026 11:00:00,Retail Sales (MoM),LOW,EUR
19f0dc6b-1f31-4136-91ef-919dec5f0615,01/28/2026 11:00:00,Retail Sales (YoY),LOW,EUR
ccc13a26-6148-4d0b-ab22-49e53a6cd601,02/03/2026 01:01:00,AIB Manufacturing PMI,LOW,EUR
6ac021f3-1ad5-4e62-920e-71b8a97e0ed1,02/05/2026 01:01:00,AIB Services PMI,LOW,EUR
42cf454b-3f65-41dc-84c9-503aedc60857,02/19/2026 11:00:00,Consumer Price Index (MoM),LOW,EUR
f083b094-325f-433a-931e-98f98a54c099,02/19/2026 11:00:00,Consumer Price Index (YoY),LOW,EUR
831daf2a-3acd-436b-8ab3-8582c72c9a73,02/19/2026 11:00:00,HICP (MoM),LOW,EUR
feaf16d4-977b-4499-8ee8-5eb4897b25fa,02/19/2026 11:00:00,HICP (YoY),LOW,EUR
782ddd25-f1ea-4dc3-924e-af3bc0965346,02/27/2026 00:01:00,Consumer Confidence,LOW,EUR
ff560a0a-3966-46a0-a5b3-31cb36c476f0,02/27/2026 11:00:00,Retail Sales (MoM),LOW,EUR
932e7a8f-582f-44b8-9101-ba59444423ed,02/27/2026 11:00:00,Retail Sales (YoY),LOW,EUR
9add1b13-e108-4f1c-96e4-82eebb4d0961,03/02/2026 01:01:00,AIB Manufacturing PMI,LOW,EUR
7e478fc6-cc9c-43d5-8b4f-15115d95afdf,03/02/2026 11:00:00,Gross Domestic Product (QoQ),LOW,EUR
82505b94-40e7-4e22-b512-302938d47218,03/02/2026 11:00:00,Gross Domestic Product (YoY),LOW,EUR
b183b024-1163-4ded-a2e5-17098cf1e4a0,03/04/2026 01:01:00,AIB Services PMI,LOW,EUR
00f08438-34c3-4804-9ce6-df428bd7bdf7,03/12/2026 11:00:00,Consumer Price Index (MoM),LOW,EUR
67b3f4d2-2700-4c1d-821c-4d707625b295,03/12/2026 11:00:00,Consumer Price Index (YoY),LOW,EUR
8d259fa7-9030-4afd-b093-beea72431600,03/12/2026 11:00:00,HICP (MoM),LOW,EUR
62477cdf-73b1-42ca-ac6d-9212ca09298e,03/12/2026 11:00:00,HICP (YoY),LOW,EUR
f35a8952-ef39-47b1-b69e-218dd8d44be7,03/27/2026 00:01:00,Consumer Confidence,LOW,EUR
1eeb8bfc-6c7f-4db1-9273-24f5628b9718,03/27/2026 11:00:00,Retail Sales (MoM),LOW,EUR
8c2e11cd-192b-41e7-bdac-64ec93c7650b,03/27/2026 11:00:00,Retail Sales (YoY),LOW,EUR
124ccc57-387b-48f4-b01c-6a7dbf0330e6,04/01/2026 00:01:00,AIB Manufacturing PMI,LOW,EUR
d97d0020-c3c9-4263-8666-18e3f47b69dc,04/07/2026 00:01:00,AIB Services PMI,LOW,EUR
c0c2ad47-75e5-49d7-a05c-a5b1c9080bfe,04/09/2026 10:00:00,Consumer Price Index (MoM),LOW,EUR
605cb996-574a-4f70-b8c8-809835f24dad,04/09/2026 10:00:00,Consumer Price Index (YoY),LOW,EUR
a74e643a-a699-42be-b189-e2c82ded75b3,04/09/2026 10:00:00,HICP (MoM),LOW,EUR
b5dbb0cf-5bb2-4841-aa43-e45f215fbb33,04/09/2026 10:00:00,HICP (YoY),LOW,EUR
32414034-ba68-4c1d-aedd-d1466d84f2ff,04/28/2026 10:00:00,Retail Sales (MoM),LOW,EUR
da185a9a-46bf-4e28-98bd-fef89e56ce77,04/28/2026 10:00:00,Retail Sales (YoY),LOW,EUR
e5252c25-a2ee-468b-a7d1-875932276898,04/28/2026 23:01:00,Consumer Confidence,LOW,EUR
67f38fef-132e-4588-bd0d-a8daf6238bde,05/01/2026 00:01:00,AIB Manufacturing PMI,LOW,EUR
e00a9bac-ff9f-4559-b03b-0f4d1fbfd8e3,05/06/2026 00:01:00,AIB Services PMI,LOW,EUR
114f2942-1e27-40f8-8483-37a849a7fca8,05/14/2026 10:00:00,Consumer Price Index (MoM),LOW,EUR
5bf32bb4-366b-433e-a646-c8144aa9306c,05/14/2026 10:00:00,Consumer Price Index (YoY),LOW,EUR
ca4a81ee-e982-4be0-91eb-a1d4dc35eaf5,05/14/2026 10:00:00,HICP (MoM),LOW,EUR
03133e69-e5e6-48b2-8ad1-7da0d73752f2,05/14/2026 10:00:00,HICP (YoY),LOW,EUR
9b744d49-6df2-448c-a04d-f53d80ea9c26,05/28/2026 23:01:00,Consumer Confidence,LOW,EUR
272aff1f-6ea8-495a-ba23-ded07b2410d8,05/29/2026 10:00:00,Retail Sales (MoM),LOW,EUR
475abcf7-03ce-4efb-b7f1-6452afe48e77,05/29/2026 10:00:00,Retail Sales (YoY),LOW,EUR
acd3e09f-c436-4470-9b8e-63ce5015334f,06/01/2026 00:01:00,AIB Manufacturing PMI,LOW,EUR
fde4b477-c9ea-4f66-8530-0a3569318dfe,06/03/2026 00:01:00,AIB Services PMI,LOW,EUR
ba844726-bac7-46eb-aa61-11efb4b85d9e,06/04/2026 10:00:00,Gross Domestic Product (QoQ),LOW,EUR
f82412f8-61fb-47ca-8068-07397d68d9e9,06/04/2026 10:00:00,Gross Domestic Product (YoY),LOW,EUR
29493602-49dc-4d35-9415-3786f3fe1ab0,06/11/2026 10:00:00,Consumer Price Index (MoM),LOW,EUR
28f342d1-20d0-4738-84ee-7292948c0ad3,06/11/2026 10:00:00,Consumer Price Index (YoY),LOW,EUR
20d7f183-16cc-4d05-80b4-cfb1ea54594c,06/11/2026 10:00:00,HICP (MoM),LOW,EUR
b8e6e6ab-069d-4ff2-af45-4d22d0d14fe3,06/11/2026 10:00:00,HICP (YoY),LOW,EUR
f615afcb-9347-42f7-8325-4aaffa3fddd4,06/25/2026 23:01:00,Consumer Confidence,LOW,EUR
5bf46650-1f2c-4806-b0f6-6f1e9e9b4d01,06/30/2026 10:00:00,Retail Sales (MoM),LOW,EUR
fd684634-b892-4801-aba3-2e3015242606,06/30/2026 10:00:00,Retail Sales (YoY),LOW,EUR
049d263c-057a-4f80-bdc2-1f23f3b516db,07/01/2026 00:01:00,AIB Manufacturing PMI,LOW,EUR
88e128af-b522-4e80-bb8d-64066f43a238,07/03/2026 00:01:00,AIB Services PMI,LOW,EUR
53563f8c-a957-4645-ab8d-406f0ff2c72f,07/09/2026 10:00:00,Consumer Price Index (MoM),LOW,EUR
65b39729-d610-4721-83b5-958889b7b23c,07/09/2026 10:00:00,Consumer Price Index (YoY),LOW,EUR
1d3240ab-c427-473a-ba4e-a2c2b3f9fffa,07/09/2026 10:00:00,HICP (MoM),LOW,EUR
f1834d15-6130-4160-a338-092c4b0bff3e,07/09/2026 10:00:00,HICP (YoY),LOW,EUR
c3976591-dbc8-49ab-8509-c61c615352e5,07/28/2026 23:01:00,Consumer Confidence,LOW,EUR
0af4571e-7b22-472f-9551-2ad2ade4d268,07/30/2026 10:00:00,Retail Sales (MoM),LOW,EUR
384e938d-1a82-4d88-9eaf-7bb720899753,07/30/2026 10:00:00,Retail Sales (YoY),LOW,EUR
